Word,Length,LgSUBTLWF,Ortho_N,Phono_N,BG_Mean,Pron,NPhon,NSyll,POS,I_LexDec_Mean_RT,I_NMG_Mean_RT,AoA,Conc.M,Consist
reenact,7,1.23,0,0,2209.67,"r%i.In.""akt",7,3,VB,1173.04,772.96,13.83,2.96,NA
reentered,9,0.85,0,0,3978.75,"r%i.""En.4@`d",7,3,VB,1087.26,795.16,NA,NA,NA
reestablish,11,1.36,0,0,2433.1,"r%i.I.st""a.blIS",10,4,VB,937.73,796.89,10.33,2.54,NA
reevaluation,12,0.78,0,0,2410.27,"r%i.I.v%a.lju.""e.Sn=",11,6,NN,987.1,867.92,12.17,2.07,NA
reexamination,13,0.3,0,0,2732.42,"r%i.Ig.z%a.m@n.""e.Sn=",12,6,NN,916.38,852.46,12.56,2.5,NA
reexamine,9,1.2,0,0,2195.63,"r%i.Ig.z""a.m@n",9,4,VB,941.29,785.77,11.00,2.91,NA
ref,3,2.11,4,16,2494.5,"r""Ef",3,1,NN|VB,953.18,614.74,7.50,3.93,1
reface,6,NULL,1,0,1702.6,"ri""fes",5,2,VB,854.08,776.22,NA,NA,NA
refashion,9,NULL,0,0,2045.5,"r%i.f""a.Sn=",6,3,NN|VB,889.84,809.56,NA,2.85,NA
refectories,11,NULL,0,0,2073.7,"rI.f""Ek.t@`.riz",10,4,NN,1084.5,864.79,NA,NA,NA
refer,5,2.57,1,0,2930.5,"r@.f""3`",4,2,VB,707.23,618.85,9.18,2.41,NA
referee,7,2.26,0,0,2855.67,"r%E.f@`.""i",5,3,NN,786.28,669.27,7.61,4.43,NA
reference,9,2.64,2,2,2888.75,"r""E.f@`.@ns",7,3,NN,650.15,583.25,8.67,2.38,NA
references,10,2.32,0,0,3066.56,"r""E.f@`.@ns.@z",9,4,NN|VB,720.44,638.04,NA,NA,NA
referendum,10,0.78,0,0,2536.78,"r%E.f@`.r""En.4@m",10,4,NN,937.91,729.64,14.44,2.97,NA
referent,8,0.3,2,2,3299.71,"r""E.f@`.@nt",7,3,NN,901.5,748.5,12.64,NA,NA
referential,11,0.6,2,1,3205.9,"r%E.f@`.""En.Sl=",8,4,JJ,912.25,815.58,15.24,1.77,NA
referral,8,1.46,0,0,2639.14,"r@.f""3`.@l",6,3,NN,749.41,674.89,10.84,2.43,NA
referrals,9,1.2,0,0,2361.13,"r@.f""3`.@lz",7,3,NN,697.82,678.24,NA,NA,NA
referred,8,2.35,1,1,3046.71,"r@.f""3`d",5,2,VB,610.67,658.32,NA,NA,NA
referring,9,2.54,1,0,3248.5,"r@.f""3`.IN",6,3,VB,704.57,702.35,NA,NA,NA
refers,6,2,0,1,2638.2,"r@.f""3`z",5,2,VB,672.83,651.52,NA,NA,NA
refill,6,2.16,0,1,1767.6,"r""i.fIl",5,2,NN,593.74,727.04,7.37,3.4,NA
refilled,8,0.9,0,1,2391.29,"r%i.f""Ild",6,2,VB|JJ,671.27,642.32,NA,NA,NA
refinance,9,0.3,0,0,2578,"r%i.f@.n""ans",8,3,VB,1042.25,674.43,15.95,2.53,NA
refine,6,1.36,2,2,2991.8,"rI.f""aIn",5,2,VB,770.9,611.46,11.84,2.43,NA
refined,7,2.02,2,4,3240.67,"rI.f""aInd",6,2,JJ|VB,661.31,645.43,9.75,2.04,NA
refinement,10,1.45,0,0,2727.22,"rI.f""aIn.m@nt",9,3,NN,893.3,752.67,11.11,2.04,NA
refinements,11,1,0,0,2555.1,"rI.f""aIn.m@nts",10,3,NN,990.69,827.37,NA,NA,NA
refiner,7,0.48,1,1,3520.17,"rI.f""aIn.@`",6,3,NN,735.23,689.63,13.00,2.96,NA
refinery,8,1.7,0,0,3107.86,"rI.f""aIn.@`.ri",8,4,NN,778.82,706.23,11.11,4.59,NA
refining,8,1.15,1,2,3573.71,"rI.f""aIn.IN",7,3,NN|VB,759.13,744.21,NA,2.3,NA
refit,5,1.11,1,1,1991.5,"r""i.fIt",5,2,NN,901,693,12.00,2.72,NA
reflect,7,2.33,1,0,1886.5,"r@.fl""Ekt",7,2,VB,620.21,613.11,9.89,2.81,NA
reflectance,11,0.48,0,0,1970.9,"r@.fl""Ekt.@ns",10,3,NN,1135.82,904.04,13.53,NA,NA
reflected,9,1.93,1,0,2524.88,"r@.fl""Ekt.@d",9,3,VB|JJ,697.5,639.78,NA,2.79,NA
reflecting,10,1.52,0,1,2990,"r@.fl""Ekt.IN",9,3,VB,668.67,650.59,NA,2.36,NA
reflection,10,2.41,2,0,2578.89,"r@.fl""Ek.Sn=",8,3,NN,709.79,664.46,5.50,3.29,NA
reflections,11,1.52,0,0,2506.6,"r@.fl""Ek.Sn=z",9,3,NN,682.25,620.54,NA,NA,NA
reflective,10,1.51,0,2,2096.67,"r@.fl""Ekt.Iv",9,3,JJ,727.85,694.74,11.00,2.97,NA
reflector,9,1.18,0,1,1929.88,"r@.fl""Ekt.@`",8,3,NN,742.75,638.93,8.60,4.3,NA
reflectors,10,0.9,0,0,1878.67,"r@.fl""Ekt.@`z",9,3,NN,848.12,716.07,NA,NA,NA
reflects,8,1.9,0,1,1760.71,"r@.fl""Ekts",8,2,VB,747.16,658.07,NA,NA,NA
reflex,6,2.07,1,1,1896.4,"r""i.flEks",7,2,NN,669.82,615.48,8.17,3.1,NA
reflexes,8,2.09,0,0,2008.43,"r""i.flEks.@z",9,3,NN,750.52,656.46,NA,NA,NA
reflexive,9,0.3,0,1,1550.13,"r@.fl""Eks.Iv",9,3,JJ|NN,772.63,698.43,11.37,2.14,NA
reflux,6,1.28,1,1,1214,"r""i.flVks",7,2,NN,860.04,632.04,15.56,2.8,NA
refocusing,10,NULL,1,1,2318.33,"r%i.f""o.k@s.IN",9,4,NN|VB,916.74,817.92,NA,NA,NA
refolded,8,0.3,0,0,2041.71,"r%i.f""old.@d",8,3,VB|JJ,758.79,674.5,NA,NA,NA
reforest,8,NULL,1,1,2989.86,"r%i.f""O.r@st",8,3,VB,964.5,862.44,NA,2.65,NA
reforestation,13,NULL,0,0,3239.83,"r%i.fO.r@st.""e.Sn=",11,5,NN,1041.67,933.21,NA,3.23,NA
reform,6,2.27,1,0,1783.2,"r@.f""Orm",6,2,NN|VB,665.37,628.41,12.74,2,NA
reformed,8,1.77,1,2,2163.14,"r@.f""Ormd",7,2,VB|JJ,657,635.08,NA,1.86,NA
reformation,11,1.04,1,0,2666.8,"r%E.f@`m.""e.Sn=",8,4,NN,745.88,783.52,12.17,2.07,NA
reformatory,11,1.28,0,0,1953.1,"r@.f""Orm.@.t%O.ri",11,5,NN|JJ,978.75,792.32,13.07,3.59,NA
reformer,8,1.08,1,2,2402.71,"r@.f""Orm.@`",7,3,NN,755.59,633.82,14.26,1.92,NA
reformers,9,0.85,0,0,2286,"r@.f""Orm.@`z",8,3,NN,739.66,668.85,NA,NA,NA
reforming,9,1.11,0,0,2637.75,"r@.f""Orm.IN",8,3,VB,758.87,688.74,NA,NA,NA
reformism,9,NULL,0,0,1696.63,"ri""formIz@m",10,4,NN|JJ,839.38,806.28,NA,1.67,NA
reforms,7,1.23,0,2,1518.83,"r@.f""Ormz",7,2,NN|VB,679.67,685.42,NA,NA,NA
reformulated,12,NULL,0,0,2307.91,"r%i.f""Or.mj@.l%e4.@d",13,5,VB|JJ,982.62,868.56,NA,NA,NA
refract,7,0.48,1,2,1846.67,"rI.fr""akt",7,2,VB,874.29,671.65,12.13,2.84,NA
refracted,9,0.78,1,1,2495,"rI.fr""akt.@d",9,3,VB|JJ,878.8,706.25,NA,2.62,NA
refraction,10,0.95,1,2,2552.33,"rI.fr""ak.Sn=",8,3,NN,778.97,719.31,11.82,2.86,NA
refractive,10,0.48,0,0,2070.11,"rI.fr""akt.Iv",9,3,JJ,889.76,805.58,12.07,2.19,NA
refractory,10,0.6,0,0,1759.33,"rI.fr""akt.@`.ri",10,4,JJ,793.62,736.83,13.75,2.68,NA
refrain,7,2.02,0,0,2715.17,"rI.fr""en",6,2,VB|NN,640.6,647.44,10.50,2.61,NA
refrained,9,0.78,0,0,2881.38,"rI.fr""end",7,2,VB,823.7,648.78,NA,NA,NA
refresh,7,2.11,0,0,2615.5,"rI.fr""ES",6,2,VB,696.77,594.86,10.83,2.63,NA
refreshed,9,1.58,1,1,2740.88,"rI.fr""ESt",7,2,JJ,740.34,647.67,NA,NA,NA
refresher,9,1.2,1,1,2950.5,"rI.fr""ES.@`",7,3,NN,674.74,636.56,9.95,2.5,NA
refurbishing,12,0.85,0,0,2144,"r%i.f""3`.bIS.IN",9,4,VB|NN,807.92,855,NA,NA,NA
refusal,7,1.83,0,1,1777.67,"r@.fj""uz.l=",7,3,NN|JJ,735.1,696.61,8.37,2.81,NA
refreshing,10,2.27,0,0,3065.89,"rI.fr""ES.IN",8,3,JJ|VB,665.79,606.39,7.50,2.41,NA
refreshingly,12,1,0,0,2688.45,"rI.fr""ES.IN.li",10,4,RB,880.12,669,NA,1.97,NA
refreshment,11,1.72,0,0,2434.7,"rI.fr""ES.m@nt",10,3,NN,828.82,699.64,7.24,3.42,NA
refreshments,12,1.92,0,0,2304.82,"rI.fr""ES.m@nts",11,3,NN,667.71,673.22,NA,NA,NA
refrigerant,11,0.3,0,0,2604.3,"rI.fr""I.dZ@`.r@nt",11,4,NN,1071.67,839.43,13.60,3.93,NA
refrigerate,11,1.04,0,0,2811.8,"rI.fr""I.dZ@`.ret",10,4,VB,921.1,682.79,5.72,3.69,NA
refrigerated,12,1.34,0,0,2963.91,"rI.fr""I.dZ@`.r%e4.@d",12,5,VB|JJ,908.5,675.69,NA,NA,NA
refrigerators,13,1.42,0,0,2442.67,"rI.fr""I.dZ@`.r%e4.@`z",12,5,NN,766.76,720.68,NA,NA,NA
refuel,6,1.64,0,0,1507,"r%i.fj""u@l",7,2,VB,848.89,743.24,10.22,3.53,NA
refueling,9,1.32,0,0,2637.13,"r%i.fj""u@l.IN",9,3,NN|VB,724.7,678.85,NA,3.67,NA
refrigeration,13,1.26,0,0,2967.83,"rI.fr%I.dZ@`.r""e.Sn=",11,5,NN,818.22,686.72,7.39,3.92,NA
refrigerator,12,2.63,0,0,2531.18,"rI.fr""I.dZ@`.r%e4.@`",11,5,NN,790.41,732.63,4.11,5,NA
refuge,6,2.1,2,0,1385.2,"r""E.fjudZ",6,2,NN,724.61,652.9,11.05,3.37,NA
refugee,7,2,0,0,1299.33,"r%E.fjudZ.""i",7,3,NN,668.88,654.46,10.56,1,NA
refugees,8,2.05,0,0,1755,"r%E.fjudZ.""iz",8,3,NN,752.72,673.81,NA,NA,NA
refund,6,2.15,0,0,1803.2,"r""i.fVnd",6,2,NN,674.58,612.14,9.47,3.38,NA
refunded,8,1.08,0,0,2300.29,"rI.f""Vn4.@d",8,3,VB,779.1,698.44,NA,NA,NA
refunds,7,1.3,0,0,1571.83,"r""i.fVndz",7,2,NN,661.97,594.42,NA,NA,NA
refurbish,9,0.7,0,0,1460.5,"r%i.f""3`.bIS",7,3,VB,845.88,672.58,12.67,2.74,NA
refurbished,11,0.95,0,0,1791.8,"r%i.f""3`.bISt",8,3,VB,946.12,812.78,NA,NA,NA
refuse,6,3.03,3,1,1779.4,"r@.fj""uz",6,2,VB,627.52,575.71,9.33,3.04,NA
refused,7,2.82,2,2,2230.33,"r@.fj""uzd",7,2,VB,667.5,668.93,NA,NA,NA
refuses,7,2.39,1,0,2231,"r@.fj""uz.@z",8,3,VB,660.16,639.4,NA,NA,NA
refusing,8,2.23,0,0,2768.29,"r@.fj""uz.IN",8,3,VB|NN,645.03,645.88,NA,2.27,NA
refutable,9,NULL,1,0,1727.38,"rI.fj""u4.@.bl=",9,4,JJ,719.71,771.92,NA,1.9,NA
refutation,10,0.3,1,1,2698.78,"r%E.fj@t.""e.Sn=",9,4,NN,949.84,711.95,14.29,2.04,NA
refute,6,1.54,3,1,2147,"rI.fj""ut",6,2,VB,680.42,634.88,14.11,2.21,NA
refuted,7,0.9,2,1,2536.67,"rI.fj""u4.@d",8,3,VB,865.66,765.38,NA,NA,NA
regain,6,2.13,2,2,2680.8,"rI.g""en",5,2,VB,703.75,690.69,10.63,1.79,NA
rackets,7,1.7,4,1,1462.33,"r""a.kIts",6,2,NN,790.87,573.15,NA,NA,NA
racking,7,1.59,8,15,2792.67,"r""ak.IN",5,2,VB,720.73,593.19,NA,3.46,NA
racks,5,1.65,8,20,1439,"r""aks",4,1,NN|VB,622.87,538.31,NA,NA,1
racquet,7,1.26,0,1,1149.67,"r""a.kIt",5,2,NN,769.12,687.78,NA,NA,NA
racy,4,1.7,3,5,1583.33,"r""es.i",4,2,JJ,800.04,575.32,11.33,1.93,NA
radar,5,3.26,0,0,1915,"r""e.dAr",5,2,NN,725.16,612.33,9.53,4.57,NA
radial,6,1.42,1,2,2044.4,"r""e.4i@l",6,2,JJ|NN,590,694.33,11.31,2.93,NA
radiance,8,1.11,0,1,1953,"r""e.4i@ns",7,2,NN,669.03,724.52,9.56,2.21,NA
radiant,7,2.05,0,1,2276.5,"r""e.4i@nt",7,2,JJ,689.76,671.56,9.68,2.45,NA
radiate,7,1.45,0,0,2622.33,"r""e.4i.et",6,3,VB,698.03,662.58,12.50,2.93,NA
radiated,8,0.9,1,0,2888.43,"r""e.4i.%e4.@d",8,4,VB,778.76,671.92,NA,3.2,NA
radiates,8,0.78,1,0,2889,"r""e.4i.ets",7,3,VB,760.68,747.82,NA,NA,NA
radiating,9,1.23,0,0,3366.25,"r""e.4i.%e4.IN",8,4,VB,792.9,682.07,NA,NA,NA
radiation,9,2.62,0,0,2903.75,"r%e.4i.""e.Sn=",7,4,NN,713.91,683.21,11.44,3.43,NA
radiations,10,0.48,0,0,2787.33,"r%e.4i.""e.Sn=z",8,4,NN,865.4,819.24,NA,NA,NA
radiator,8,2.02,0,0,2208.43,"r""e.4i.%e4.@`",7,4,NN,609.12,699.67,8.53,4.78,NA
radiators,9,1.08,0,0,2116,"r""e.4i.%e4.@`z",8,4,NN,730.69,693.5,NA,NA,NA
radical,7,2.34,0,0,2199.5,"r""a.4I.k@l",7,3,JJ|NN,738.07,642.61,11.90,2.1,NA
radicalism,10,0.6,0,0,2136.67,"r""a.4I.k@l.%I.zm=",10,5,NN,1012.67,819.04,14.41,1.56,NA
radicalize,10,0.3,0,0,1893.89,"r""a.4I.k@l.aIz",9,4,VB,927.5,781.1,15.00,2.12,NA
radically,9,1.52,0,0,2044.75,"r""a.4I.kli",7,3,RB,697,596.35,NA,1.63,NA
radicals,8,1.49,0,0,1944.57,"r""a.4I.k@lz",8,3,NN,749.03,658.46,NA,NA,NA
radii,5,0.3,1,1,1508,"r""e.4i.aI",5,3,NN,1190,820.27,NA,NA,NA
radio,5,3.6,2,2,2136.5,"r""e.4i.o",5,3,NN|VB,599.2,614.89,5.17,1,NA
radioactive,11,2.21,0,0,1912,"r%e.4i.o.""akt.Iv",10,5,JJ,791.24,698.7,12.11,3.14,NA
radioactivity,13,1.62,0,0,1738.75,"r%e.4i.o.akt.""Iv.@.4i",13,7,NN,786.68,751.36,12.06,3.44,NA
radiocarbon,11,0.6,0,0,1959.5,"r%e.4i.o.k""Ar.b@n",11,5,NN,1213.92,952.58,16.20,3.39,NA
radiochlorine,13,NULL,0,0,2254.17,"r""e.4i.o.kl%O.rin",11,5,NN|JJ,1261.22,1063.59,NA,NA,NA
radioed,7,1.6,0,1,2196.17,"r""e.4i.od",6,3,VB|JJ,1098,800.77,NA,NA,NA
radios,6,2.03,2,2,1878.2,"r""e.4i.oz",6,3,NN|VB,634.8,551.5,NA,NA,NA
radish,6,1.51,2,2,2018.4,"r""a.4IS",5,2,NN,781.03,672.04,5.25,4.87,NA
radium,6,1.76,1,2,1344.6,"r""e.4i@m",6,2,NN|JJ,859.9,613.61,14.10,4.17,NA
radiogram,9,1,0,1,1731.88,"r""e.4i.o.gr%am",9,4,NN,986.21,797.38,15.75,NA,NA
radiograph,10,0.48,0,1,1592.78,"r""e.4i.o.gr%af",9,4,NN,859.34,740.96,15.33,NA,NA
radiography,11,NULL,0,0,1458.4,"r%e.4i.""A.gr@.fi",10,5,NN,898.76,779.54,NA,3.85,NA
radioisotope,12,0.7,0,0,1556.55,"r%e.4i.o.""aI.s@.4op",11,6,NN,1035.5,834.56,16.23,NA,NA
radiology,9,2.02,0,0,1494.25,"r%e.4i.""A.l@.dZi",9,5,NN,830.91,729.07,12.61,2.83,NA
radiotherapy,12,0.3,0,0,2068.45,"r%e.4i.o.T""E.r@.pi",11,6,NN,934.42,744.04,15.32,3.04,NA
radius,6,2.35,2,2,1512.2,"r""e.4i@s",6,2,NN,749.94,617.85,9.94,3.61,NA
Rafael,6,NULL,0,0,1112.8,"r""a.fe.El",6,3,NN,833.85,776.42,NA,NA,NA
raffle,6,1.97,4,8,1526.8,"r""a.fl=",4,2,NN|VB,655.56,583.21,9.22,3.88,NA
raft,4,2.38,6,13,1167.33,"r""aft",4,1,NN,660.68,575.54,7.35,5,0.888889
rafter,6,0.6,0,2,2811.8,"r""af.t@`",5,2,NN|VB,818.88,648.14,10.74,4.97,NA
raftered,8,NULL,0,1,3298,"r""af.t@`d",6,2,VB,951.64,801.7,NA,NA,NA
rafters,7,1.56,0,1,2588,"r""af.t@`z",6,2,NN|VB,742.9,666.19,NA,NA,NA
rafts,5,1.2,0,2,1127,"r""afts",5,1,NN,678.45,559.96,NA,NA,1
rag,3,2.39,19,24,1947,"r""ag",3,1,NN,669.52,547.64,5.22,1,1
ragamuffin,10,0.6,0,0,1559.11,"r""a.g@.m%V.fIn",9,4,NN,992.42,808,8.11,3,NA
ragbag,6,NULL,1,1,1094.8,"r""ag.b%ag",6,2,NN,753.82,676.36,NA,NA,NA
rage,4,2.76,13,22,1701.67,"r""edZ",3,1,NN|VB,584.34,587.5,8.79,3.13,1
raged,5,1.3,7,7,2397.5,"r""edZd",4,1,VB,649.33,669.54,NA,NA,NA
rages,5,1.51,9,8,2398.5,"r""edZ.@z",5,2,VB|NN,619.23,604.04,NA,NA,NA
ragged,6,1.91,11,3,1965.8,"r""ag.@d",5,2,JJ,673.65,652.27,8.50,3.1,NA
raggedness,10,NULL,0,0,2025.33,"r""ag.@d.n@s",8,3,NN,954,771.67,NA,NA,NA
ragging,7,1.3,7,10,2587.5,"r""ag.IN",5,2,VB,688.1,664.67,12.41,1.91,NA
raging,6,2.22,8,13,3057.2,"r""edZ.IN",5,2,VB,743.79,637.37,10.63,3.07,NA
rags,4,2.21,10,8,1389,"r""agz",4,1,NN,601.74,563.19,NA,NA,1
ragtag,6,1,1,1,1316.6,"r""ag.t%ag",6,2,NN,760.34,652.96,9.50,2.72,NA
ragtime,7,1.51,0,0,1887.67,"r""ag.t%aIm",6,2,NN,715.26,594.5,11.94,3.04,NA
raid,4,2.64,7,35,1625,"r""ed",3,1,NN|VB,682.44,579.46,9.53,2.88,0.75
raided,6,1.91,3,13,2392.2,"r""e4.@d",5,2,VB,716.72,664.93,NA,NA,NA
raider,6,1.53,2,14,2727.6,"r""e4.@`",4,2,NN,722.06,579.11,9.47,3.3,NA
raiders,7,1.77,0,8,2517.83,"r""e4.@`z",5,2,NN,608.55,602.93,NA,NA,NA
raiding,7,1.63,3,23,2927.67,"r""e4.IN",5,2,VB,712.63,624.32,NA,NA,NA
raids,5,1.79,3,17,1322.5,"r""edz",4,1,NN|VB,715.75,596.33,NA,NA,0.8
rail,4,2.37,13,44,1820.33,"r""el",3,1,NN|VB,622,581.32,7.89,4.9,1
railhead,8,0.6,0,0,1442.57,"r""el.h%Ed",6,2,NN,857.15,706.79,12.18,NA,NA
railing,7,1.88,10,22,3170.5,"r""el.IN",5,2,NN|VB,768.43,647.5,6.56,4.79,NA
railroad,8,2.8,0,0,1300,"r""el.r%od",6,2,NN,594.19,603.56,6.06,1,NA
railroader,10,NULL,0,0,1984.78,"r""el.r%o4.@`",7,3,NN,803.29,670.22,NA,3.77,NA
railroading,11,1.08,0,0,2179.1,"r""el.r%o4.IN",8,3,VB|NN,771.78,703.96,NA,2.19,NA
railroads,9,1.74,0,0,1189.38,"r""el.r%odz",7,2,NN,585.79,643.85,NA,NA,NA
railroad's,10,NULL,0,0,1132,"r""elr%odz",7,2,NULL,629.61,629.41,NA,NA,NA
rails,5,1.73,11,28,1469,"r""elz",4,1,NN|VB,582.71,577.82,NA,NA,1
railway,7,1.91,0,1,1095.67,"r""el.w%e",5,2,NN,677.06,634.18,6.65,1,NA
railways,8,1.15,0,0,972.57,"r""el.w%ez",6,2,NN,700.36,614.12,NA,NA,NA
rain,4,3.4,11,40,3641.33,"r""en",3,1,NN|VB,551.84,584,3.60,1,1
rainbow,7,2.61,0,0,2072.83,"r""en.b%o",5,2,NN,686.82,586.54,4.26,1,NA
raincoat,8,1.93,0,0,2770.86,"r""en.k%ot",6,2,NN,740.32,637.18,5.50,5,NA
raincoats,9,1.26,0,0,2550.25,"r""en.k%ots",7,2,NN,668.35,643.11,NA,NA,NA
raindrop,8,1.11,0,0,2282.29,"r""en.dr%Ap",7,2,NN,711.88,639.89,6.11,4.89,NA
raindrops,9,1.59,0,0,2035.25,"r""en.dr%Aps",8,2,NN,705.56,634.46,NA,NA,NA
rained,6,2.14,6,18,3536.8,"r""end",4,1,VB,630.77,659.57,NA,NA,NA
rainfall,8,1.26,0,0,2338.43,"r""en.f%Ol",6,2,NN,735.03,591.15,5.44,4.93,NA
rainier,7,1.51,0,2,3309.5,"r""en.i@`",5,2,JJ,1053,760.16,NA,NA,NA
raining,7,2.7,5,14,3876,"r""en.IN",5,2,VB|NN,598.53,633.31,NA,NA,NA
rainless,8,NULL,1,1,2932,"r""en.l@s",6,2,JJ,800.8,689.3,NA,2.86,NA
rainproof,9,NULL,0,0,1952.13,"r""en.pr%uf",7,2,JJ,795.44,655,NA,3.79,NA
rains,5,2.43,8,20,3195,"r""enz",4,1,NN|VB,640.43,632.6,NA,NA,1
rain's,6,NULL,0,20,2426.4,"r""enz",4,1,encl,629.29,593.42,NA,NA,NA
rainstorm,9,1.62,0,0,2631,"r""en.st%Orm",8,2,NN,747.61,617.04,4.44,4.86,NA
rainwater,9,1.08,0,0,3298.5,"r""en.w%O.4@`",7,3,NN,718.12,651.04,6.21,4.64,NA
rainy,5,2.29,1,11,2770,"r""en.i",4,2,JJ,615.25,595.32,4.00,1,NA
raise,5,3.45,0,37,2204.75,"r""ez",3,1,VB|NN,672.18,631,6.72,1,1
raised,6,3.12,4,10,2660.8,"r""ezd",4,1,VB,631.58,587.48,NA,2.86,1
raiser,6,1.11,4,7,2996.2,"r""ez.@`",4,2,NN,692.58,606.25,9.31,NA,NA
raises,6,1.99,3,8,2661.6,"r""ez.@z",5,2,VB|NN,600.42,575.52,NA,NA,NA
raisin,6,1.92,0,8,3076.2,"r""e.zn=",4,2,NN,741.52,660.56,5.05,1,NA
raising,7,2.76,3,12,3216.67,"r""ez.IN",5,2,VB|NN,626.62,622.44,NA,3,NA
raj,3,1.32,7,10,1564,"r""AdZ",3,1,NN,1016.8,776.15,NA,NA,NA
rajah,5,1.32,0,1,829.5,"r""A.dZ@",4,2,NN,748.38,706.56,NA,NA,NA
rake,4,2.18,16,33,1446.33,"r""ek",3,1,VB|NN,612.86,541.5,5.32,4.84,1
raked,5,1.3,9,10,2206,"r""ekt",4,1,VB,725.59,617.04,NA,NA,NA
rakish,6,0.6,2,0,1584.2,"r""ek.IS",5,2,JJ,896,749.45,14.64,NA,NA
rakishly,8,0.3,0,0,1362.29,"r""ek.IS.li",7,3,RB,764.86,825.06,NA,NA,NA
rallied,7,1.32,1,1,2712.83,"r""a.lid",5,2,VB,723.33,709.85,NA,NA,NA
rallies,7,1.62,2,6,2713.5,"r""a.liz",5,2,NN|VB,780.41,650.64,NA,NA,NA
rally,5,2.57,4,9,2333.75,"r""a.li",4,2,NN|VB,643.06,577.04,10.75,3.34,NA
rallying,8,1.2,0,0,2899,"r""a.li.IN",6,3,VB,808.21,711.25,NA,NA,NA
Ralph,5,2.89,0,1,1702.25,"r""alf",4,1,NN,599.68,564.14,NA,NA,NA
ram,3,2.52,17,32,2027.5,"r""am",3,1,NN|VB,728.3,579.4,8.32,4.55,1
Ramadan,7,1.08,0,0,1800.5,"r""a.m@.dan",7,3,NN,881.27,785.75,NA,NA,NA
ramble,6,1.51,3,3,1816.2,"r""am.bl=",5,2,VB,681.38,584.93,10.60,1,NA
rambler,7,1.04,2,1,2540.5,"r""am.bl@`",6,2,NN,715.91,616.63,11.44,3.04,NA
rambles,7,0.7,3,3,2261.67,"r""am.bl=z",6,2,VB|NN,770.86,603.96,NA,NA,NA
rambling,8,1.85,2,3,2746.71,"r""am.bl=.IN",7,3,NN|VB|JJ,712.42,631.32,10.75,2.72,NA
ramblings,9,1.3,0,0,2437.5,"r""am.bl=.INz",8,3,NN,742.03,671.5,NA,NA,NA
rambunctious,12,1.18,0,0,1802.18,"ram.b""VNk.S@s",10,3,JJ,1131.48,824.96,9.70,2.36,NA
ramification,12,NULL,1,1,2445.18,"r%a.m@.f@.k""e.Sn=",10,5,NN,1011.2,796.89,NA,2.14,NA
ramifications,13,1.65,0,0,2396.08,"r%a.m@.f@.k""e.Sn=z",11,5,NN,993,797.76,NA,NA,NA
rammed,6,1.65,3,7,2132.6,"r""amd",4,1,VB,753.9,644.56,NA,NA,1
ramming,7,1.34,0,8,2770.5,"r""am.IN",5,2,VB,770.33,646.12,NA,NA,NA
ramp,4,2.17,8,10,1644.33,"r""amp",4,1,NN|VB,714.78,589.64,7.28,1,0.933333
rampage,7,1.73,0,0,1337.67,"r""am.pedZ",6,2,NN,748.15,643.39,10.14,3.14,NA
rampant,7,1.7,1,0,2088.67,"r""am.p@nt",7,2,JJ,728.56,636.92,12.40,2.25,NA
rampart,7,1.58,1,0,1666.5,"r""am.pArt",7,2,NN,809.61,704.56,10.00,NA,NA
ramps,5,1.34,3,5,1309.75,"r""amps",5,1,NN|VB,694.8,588.11,NA,NA,0.909091
ramrod,6,1.36,0,0,1348.2,"r""am.r%Ad",6,2,NN|VB,787.2,655.13,10.50,3.85,NA
Ramsey,6,NULL,0,0,1303.8,"r""am.zi",5,2,NN,770.26,645.57,NA,NA,NA
ramshackle,10,0.48,0,0,1405.67,"r""am.S%a.kl=",7,3,JJ,929.17,684.76,12.00,2.67,NA
ran,3,3.63,17,28,3296.5,"r""an",3,1,VB,590.91,550.15,NA,3.82,0.882353
ranch,5,2.95,0,3,2377,"r""antS",4,1,NN,578.55,603.75,7.35,4.73,1
rancher,7,1.68,1,2,2903.17,"r""antS.@`",5,2,NN,673.76,643.43,9.72,4.83,NA
ranchers,8,1.66,0,2,2698.29,"r""antS.@`z",6,2,NN,743.78,604.27,NA,NA,NA
ranches,7,1.45,1,2,2624.33,"r""antS.@z",6,2,NN,691.97,610.78,NA,NA,NA
rancho,6,1.6,1,1,2140.4,"r""an.tSo",5,2,NN,763.73,766.54,NA,NA,NA
rancid,6,1.42,0,0,1964.6,"r""an.sId",6,2,JJ,682.57,710.77,9.94,2.97,NA
rancidity,9,NULL,0,0,1822.38,"ran.s""I4.@.4i",9,4,NN,976.4,816.79,14.25,3.03,NA
rancor,6,1,0,7,2643.6,"r""aN.k@`",5,2,NN,807.69,764.85,NA,NA,NA
rancorous,9,0.48,0,1,2313,"r""aN.k@`.@s",7,3,JJ,947.81,864.88,14.54,NA,NA
rand,4,2.08,11,18,2785,"r""and",4,1,NN,743.36,595.23,NA,NA,0.923077
Randolph,8,NULL,0,0,1553.71,"r""an.dAlf",7,2,NN,782.58,769,NA,NA,NA
random,6,2.72,1,4,2032,"r""an.4@m",6,2,JJ|NN,605.87,588.79,9.33,2,NA
randomization,13,0.3,0,0,2364,"r%an.4@m.@z.""e.Sn=",11,5,NN,923.54,803.71,12.94,1.48,NA
